connectance,web.asymmetry,links.per.species,number.of.compartments,cluster.coefficient,modularity.Q,nestedness,NODF,weighted.NODF,interaction.strength.asymmetry,specialisation.asymmetry,linkage.density,weighted.connectance,Shannon.diversity,interaction.evenness,Alatalo.interaction.evenness,H2,number.of.species.HL,number.of.species.LL,mean.number.of.shared.partners.HL,mean.number.of.shared.partners.LL,cluster.coefficient.HL,cluster.coefficient.LL,weighted.cluster.coefficient.HL,weighted.cluster.coefficient.LL,niche.overlap.HL,niche.overlap.LL,togetherness.HL,togetherness.LL,C.score.HL,C.score.LL,V.ratio.HL,V.ratio.LL,discrepancy.HL,discrepancy.LL,extinction.slope.HL,extinction.slope.LL,robustness.HL,robustness.LL,functional.complementarity.HL,functional.complementarity.LL,partner.diversity.HL,partner.diversity.LL,generality.HL,vulnerability.LL
0.0561928031994697,0.043705960268488,1.83684640172297,1.15,0.0311719576513927,0.490074062784603,4.04464853169791,17.3775383954727,0,0,-0.048586222501693,8.25210758949141,0.0627855485865287,5.48375594845757,0.655564250081941,1,0,68.65,62.9,0.318385696005228,0.520284295141691,0.0561928031994697,0.0561928031994697,0.343005587929701,0.367580584693112,0.0699572482372886,0.131256485868784,0.0165359804076208,0.0325957358461901,0.832800102841215,0.732739721625377,6.53432348275708,3.83204642707451,153.1,162.25,2.56683319642467,1.97008198419173,0.710502957229902,0.660127638652622,112.4811102228,111.842201532968,0.791472722093385,1.02100444124664,3.52371616213704,3.85217244886977
0.247954980662071,0.667859536746309,1.47072543201014,1.1,0.142718253968254,0.432887454422332,25.4276952861551,37.3504147685345,0,0,-0.381415836020106,8.40587739159553,0.189079251613307,4.15302508351269,0.747522429754574,1,0,37.2,7.25,0.642282923880156,2.20892857142857,0.247954980662071,0.247954980662071,0.776418841956821,0.197389764377241,0.342085891504371,0.211011194681488,0.201664115422936,0.121658291558007,0.481818816740171,0.507041730934932,1.21114007891068,7.9639684765433,26.65,25.8,6.91669460043404,1.52487100870505,0.849923295758831,0.602196399073594,22.9512013571425,24.8824974631273,0.399146121621907,1.89600053804401,1.76573226142608,9.08706349206349
0.0379415994275738,0.63522698396306,3.33607382957573,1.15,0.0186113727735147,0.4127890187601,3.8463759293014,9.872097025426,0,0,-0.304964098605986,21.233527916799,0.0359692500534738,7.58450414892173,0.698593702937894,1,0,482.95,107.6,0.249727624728426,1.88963143839768,0.0379415994275738,0.0379415994275738,0.795717813748769,0.410503575118076,0.0461264884558278,0.0978768612321452,0.00918987400239523,0.0249268208553625,0.88737313686341,0.75823428795396,8.45951884802859,13.664061221884,1416.25,1509.3,11.5426400608739,2.20945764087916,0.905933403785577,0.682743007515803,719.618117823131,473.93444803541,0.921226080793546,2.56867696645842,4.08130490451217,18.3158207893549
0.104227411767126,0.716487185829621,1.88130609637782,1.05,0.0524446246496657,0.456536841620747,9.35251657087927,24.0775591139293,0,0,-0.405766582594989,15.5263069243658,0.103215293335166,5.63607358047307,0.713450165226548,1,0,128.8,21.15,0.440234804781135,2.11217194297454,0.104227411767126,0.104227411767126,0.840129831735771,0.253550973890234,0.202127351080068,0.147095663235025,0.0633669404282095,0.0507392823925891,0.660975210692524,0.63874079231999,2.5114626432191,16.8225641278246,161.15,153,7.92623501838291,1.59311675253413,0.867240615117914,0.613223120371159,102.161898497851,82.3750018730534,0.513793109468607,2.1849212039781,2.19308766749856,13.3444077174938
0.164244135045441,0.483850511484804,2.56059647627607,1,0.106054303733837,0.344756703963589,9.90111235592446,44.2132796176586,0,0,-0.239390445798182,12.29269545325,0.150807318680216,5.3348655845646,0.74665657093864,1,0,60.55,21.05,0.990109698924115,2.75351924311088,0.164244135045441,0.164244135045441,0.90022505261833,0.546472120755407,0.260086089942172,0.24239499269895,0.112405274423687,0.110766503926681,0.476742452814146,0.452303472395661,4.35640462631626,11.7710500786637,85.2,85.9,5.94036551340678,2.31763725362802,0.833861058905076,0.690745351551101,74.0542477417802,63.9447620846049,0.896527304738749,1.87141382140513,3.45221457140832,9.95200842312515
0.110693864320348,0.415957794494099,2.43244283666811,1,0.0663541975986359,0.372938520378935,14.8579061435733,22.0527726834791,0,0,-0.228869144114983,9.37389303366695,0.0880719674821327,5.55557028671067,0.716076918385919,1,0,75.55,31.15,0.508852326400744,1.60400961863359,0.110693864320348,0.110693864320348,0.772847517260405,0.472244680933022,0.112225570044987,0.168811162714382,0.0446591977833716,0.0724034768470295,0.746647479603081,0.637119581136142,3.97434249398731,4.64456997727244,151.95,155.75,6.3486778461169,2.19524025960942,0.851664206041619,0.680462886734991,117.579323458889,97.2003277983741,0.858588773133293,1.88997891727773,3.43899853866391,8.33984069116265
0.0937025859956012,0.328900790673534,1.91458904372973,1.65,0.0585230518129,0.432140361252744,8.30170353844692,21.3443152776136,0,0,-0.224595876975365,7.84745612718851,0.0854133044904256,5.16736412016668,0.685443848450092,1,0,61.25,30.9,0.404844456555084,1.01808177288437,0.0937025859956012,0.0937025859956011,0.631880019539347,0.382270947457189,0.112494784951143,0.157335695860698,0.0383444642598218,0.0598700881022416,0.762282926872131,0.652438184663437,4.02563629016056,4.63083868917039,96.5,104.15,3.7378119290163,1.8687874412502,0.771549378437886,0.648601906668147,82.1044359149943,72.9415056667414,0.689031988283483,1.37945355518012,2.88711867498541,5.71604804910723
0.124107510627956,0.346084509830891,1.16638871422298,1.7,0.0884750666000666,0.595469169150707,12.6676976561216,18.9551814915676,0,0,-0.188409163776847,4.89475918111178,0.110859390621627,3.92579958962232,0.651752517976458,1,0,30.15,14.3,0.378113270126858,0.372985642668305,0.124107510627956,0.124107510627956,0.233897117258453,0.0552918788969494,0.23903471817299,0.10329012484576,0.0983325402593416,0.0382128031624431,0.671386174307618,0.802856441765349,0.832987715625192,4.48893361217994,32.65,28,2.32716262421482,1.5530887111709,0.690163375380079,0.604984185856821,25.7815985391035,28.5241962235251,0.410785033357028,0.898427519324633,1.74104074984914,3.66303453490953
0.116585476597159,0.519198328969194,1.27061969778803,1.65,0.0731330423532436,0.551527173534703,9.93726222840804,25.4001482152452,0,0,-0.237796300415548,8.3884974935831,0.137143190369579,4.33997934414703,0.667800195209478,1,0,46.75,14.6,0.485926576879337,0.610520858999961,0.116585476597159,0.116585476597159,0.443957737063804,0.0735762326443815,0.298028033141758,0.112792762434168,0.111799690969848,0.0327563796069807,0.575237223923142,0.75166033377574,1.21102943779854,10.7326155258634,42.05,38.15,2.82213528509614,1.41321421207477,0.72962325592379,0.583958225381093,30.144072141915,33.9279455009458,0.358964269562222,1.14741543713693,1.67327733829945,5.39835716979099
0.270947999178938,0.499772668797196,2.2295763270697,1,0.245351592851593,0.313570690544522,20.5602236880414,51.6553747707058,0,0,-0.199368008499497,9.20896563653462,0.209266932575144,4.5792039839281,0.777700000845986,1,0,33,11,1.23879680039544,2.76039821289821,0.270947999178938,0.270947999178938,0.871868557553334,0.55901813802129,0.375951309096613,0.255213143964833,0.232013399241129,0.132624201538712,0.360537850398794,0.478628446872782,1.92063955261891,8.55534082800204,31.95,31.25,6.31947094598806,2.60964782422882,0.846159695861908,0.711462097403606,35.210340583425,32.5581661965985,0.885093436959765,1.85680050611294,2.97612187268924,8.95808663558664
